domain,legitimacy_score,total_occurrences,in_spam,in_ham,sources,category
reelten.com,25,3,3,0,urls,spam
fargus.net,25,2,2,0,,spam
a2zis.com,25,2,2,0,,spam
tu-graz.ac.at,25,2,2,0,from,spam
office.com,25,2,2,0,from,spam
saverighthere.com,25,3,3,0,from,spam
all-savings.com,25,3,3,0,urls,spam
starpower.net,25,2,2,0,,spam
netgate.net,25,2,2,0,,spam
roklink.ro,25,2,2,0,from,spam
fastwebsnet.com,25,6,6,0,urls,spam
planetinternet.be,25,2,2,0,from,spam
80.71.70.144,25,2,2,0,urls,spam
211.167.74.101,25,2,2,0,urls,spam
202.96.124.10:81,25,2,2,0,urls,spam
netnetusa1.net,25,3,3,0,,spam
195.205.236.76,25,2,2,0,urls,spam
take-my-hand.net,25,2,2,0,,spam
athlonfitness.com,25,2,2,0,,spam
web-bolivia.com,25,2,2,0,,spam
powerweb.net,25,2,2,0,,spam
akeps.com,25,2,2,0,,spam
altoona.com,25,2,2,0,,spam
cornnet.nl,25,2,2,0,from,spam
ap.net,25,2,2,0,,spam
mailpuppy.com,25,2,2,0,,spam
faegre.com,25,2,2,0,,spam
1800mailman.com,25,2,2,0,urls,spam
takemetothesavings.com,25,4,4,0,"from, urls",spam
routeit21.com,25,2,2,0,"from, urls",spam
luxmail.com,25,2,2,0,from,spam
61.129.68.1=,25,2,2,0,urls,spam
61.129.68.17,25,2,2,0,urls,spam
210.192.111.24,25,2,2,0,urls,spam
basetel.com,25,2,2,0,urls,spam
theadmanager.com,25,2,2,0,urls,spam
sendgreatoffers.com,25,3,3,0,from,spam
admanmail.com,25,3,3,0,urls,spam
idbsu.edu,20,1,1,0,urls,spam
i-cop.org,20,1,1,0,urls,spam
unix-vs-nt.org,20,1,1,0,urls,spam
successnet.org,20,1,1,0,,spam
sqhosting.org,20,1,1,0,urls,spam
oneworld.org,20,1,1,0,urls,spam
odiousdebts.org,20,1,1,0,urls,spam
mfacmchicago.org,20,1,1,0,,spam
uiowa.edu,20,1,1,0,,spam
csbsju.edu,20,1,1,0,,spam
olemiss.edu,20,1,1,0,,spam
eros-os.org,20,1,1,0,urls,spam
j-medical.org,20,1,1,0,,spam
aapa-ports.org,20,1,1,0,,spam
staar.org,20,1,1,0,,spam
3322.org,20,1,1,0,urls,spam
ewasher.org,20,1,1,0,,spam
nacn.org,20,1,1,0,,spam
indiana.edu,20,1,1,0,,spam
nau.edu,20,1,1,0,,spam
wfh.org,20,1,1,0,,spam
p0pmailer.org,20,1,1,0,,spam
evolution.org,20,1,1,0,,spam
switzerland.org,20,1,1,0,from,spam
ruud.org,20,1,1,0,,spam
hotdvds.org,20,1,1,0,urls,spam
taione.org,20,1,1,0,,spam
veritechpilot.org,20,1,1,0,from,spam
ascensionhealth.org,20,1,1,0,urls,spam
ellisislandrecords.org,20,1,1,0,,spam
usgs.gov,20,1,1,0,,spam
indians.org,20,1,1,0,"from, urls",spam
merit.edu,20,1,1,0,,spam
enenkio.org,20,1,1,0,urls,spam
state.gov,20,1,1,0,urls,spam
wakeisland.org,20,1,1,0,urls,spam
delson.org,20,1,1,0,urls,spam
cybertime.net,5,1,1,0,,spam
cbmark.com,5,1,1,0,,spam
pluriproj.pt,5,1,1,0,from,spam
mysoftwarefouruu.com,5,1,1,0,urls,spam
outsrc-em.com,5,1,1,0,"from, urls",spam
163.net,5,1,1,0,,spam
email.cz,5,1,1,0,,spam
hiphopmaster.com,5,1,1,0,,spam
uole.com.ve,5,1,1,0,,spam
tripod.de,5,1,1,0,urls,spam
meishi.co.jp,5,1,1,0,from,spam
mysprintfast.com,5,1,1,0,urls,spam
213.139.76.100,5,1,1,0,urls,spam
glendalestores.com,5,1,1,0,urls,spam
softtip.net,5,1,1,0,from,spam
casa.as,5,1,1,0,,spam
aaaticketsource.com,5,1,1,0,from,spam
aaatrading.com,5,1,1,0,from,spam
aeopublishing.comand,5,1,1,0,,spam
post.com______________________________________________________,5,1,1,0,,spam
www.gssgeomatics.com______________________________________________________,5,1,1,0,,spam
aeopublishing.comareyou,5,1,1,0,,spam
www.makecashonline.comget,5,1,1,0,,spam
www.eclassifiedshq.comcarol,5,1,1,0,,spam
www.newlinepubs.comglenngehrkemagician@foxinternet.netsite#123:,5,1,1,0,,spam
idirect.comhttp,5,1,1,0,,spam
aeopublishing.compleasesend,5,1,1,0,,spam
aeopublishing.com______________________________________________________moderator,5,1,1,0,,spam
aeopublishing.comseebelow,5,1,1,0,,spam
akkabay.com<,5,1,1,0,,spam
home.comsite,5,1,1,0,,spam
akkabay.comif,5,1,1,0,,spam
www.sellinternetaccess.com<a,5,1,1,0,,spam
www.gssgeomatics.com______________________________________________________>>>>>>>>>>>>>,5,1,1,0,,spam
www.links4profit.comhereare,5,1,1,0,,spam
wardsgiftshop.com,5,1,1,0,urls,spam
orleantraders.4yoursuccess.orgtrade,5,1,1,0,,spam
yahoo.comsite,5,1,1,0,,spam
orleantraders.4yoursuccess.orgtradelinks,5,1,1,0,,spam
www.wedeliverparties.comdawn,5,1,1,0,,spam
newlinepubs.com,5,1,1,0,urls,spam
www.wardsgiftshop.comtrade,5,1,1,0,,spam
www.bestwaytoshop.comdale,5,1,1,0,,spam
www.sellinternetaccess.comclick,5,1,1,0,,spam
akkabay.comifyou,5,1,1,0,,spam
www.sellinternetaccess.com<,5,1,1,0,,spam
www.wardsgiftshop.com<,5,1,1,0,urls,spam
www.links4profit.comby,5,1,1,0,,spam
aeopublishing.com____________________________________________________________________________________________________________sendposts,5,1,1,0,,spam
www.links4profit.comhere,5,1,1,0,,spam
aeopublishing.comtochange,5,1,1,0,,spam
www.newlinepubs.comglenn,5,1,1,0,,spam
www.newlinepubs.com<,5,1,1,0,urls,spam
aeopublishing.comhttp,5,1,1,0,,spam
aeopublishing.comyouwill,5,1,1,0,,spam
foxinternet.netsite,5,1,1,0,,spam
www.wedeliverparties.comdawnclemonsdclemons7@home.comsite#126:,5,1,1,0,,spam
18w6j3g4wrr5s.com,5,1,1,0,urls,spam
vdfe.weedwaac=,5,1,1,0,urls,spam
216.49.109.1,5,1,1,0,urls,spam
chinabal.com,5,1,1,0,,spam
msn.net,5,1,1,0,,spam
awesome.com,5,1,1,0,,spam
ladymail.cz,5,1,1,0,,spam
mochamail.com,5,1,1,0,from,spam
corpusmail.com,5,1,1,0,from,spam
portugalmail.com,5,1,1,0,,spam
anonymise.com,5,1,1,0,urls,spam
anonymizer.com,5,1,1,0,urls,spam
iteam.ws,5,1,1,0,,spam
trafficmultipliers.com,5,1,1,0,urls,spam
www.trafficmultipliers.com<,5,1,1,0,urls,spam
hitekhosting.net,5,1,1,0,urls,spam
linkpaks.com,5,1,1,0,urls,spam
linktocash.com,5,1,1,0,,spam
dr.com,5,1,1,0,from,spam
tripod.fr,5,1,1,0,urls,spam
businessmarketinginformation.com,5,1,1,0,urls,spam
keywordcount.com,5,1,1,0,urls,spam
216.126.187.164,5,1,1,0,urls,spam
vb-man.com,5,1,1,0,from,spam
yesky.com,5,1,1,0,,spam
registernewextensions.net,5,1,1,0,,spam
216.126.184.126,5,1,1,0,urls,spam
care2.com,5,1,1,0,from,spam
50megs.com,5,1,1,0,urls,spam
205.232.135.76,5,1,1,0,urls,spam
europe.com,5,1,1,0,,spam
cpprimaonline.com,5,1,1,0,from,spam
allracing.com,5,1,1,0,,spam
grabmail.com,5,1,1,0,from,spam
1071396130,5,1,1,0,urls,spam
cash-refund.com,5,1,1,0,urls,spam
36.32.34.2-3=,5,1,1,0,urls,spam
8mail.net,5,1,1,0,urls,spam
zesto.com,5,1,1,0,urls,spam
www.grand-champion.com<,5,1,1,0,urls,spam
grand-champion.com,5,1,1,0,urls,spam
nobsguerrillainternetmarketing.com,5,1,1,0,,spam
mega-success.com,5,1,1,0,,spam
www.zesto.com<,5,1,1,0,urls,spam
nobsguerrillainternetmarketing.com<,5,1,1,0,,spam
21cn.com,5,1,1,0,from,spam
www.efax.com.&nbsp;,5,1,1,0,,spam
iprocenter.com,5,1,1,0,urls,spam
justforwebmasters.com,5,1,1,0,urls,spam
fastersurfing.com,5,1,1,0,urls,spam
www.tucows.com),5,1,1,0,,spam
absolutegiftsetc.com,5,1,1,0,urls,spam
www.download.com),5,1,1,0,,spam
webmasterbase.com,5,1,1,0,urls,spam
tucows.com,5,1,1,0,urls,spam
godigitalstudios.com,5,1,1,0,urls,spam
www.webmasterbase.com<,5,1,1,0,urls,spam
www.tucows.com<,5,1,1,0,urls,spam
www.download.com<,5,1,1,0,urls,spam
www.efax.com<,5,1,1,0,urls,spam
www.webmasterbase.com),5,1,1,0,,spam
wealthtoday.net,5,1,1,0,urls,spam
www.fastersurfing.com<,5,1,1,0,urls,spam
www.ezinearticles.com<,5,1,1,0,urls,spam
ezinearticles.com,5,1,1,0,urls,spam
www.justforwebmasters.com<,5,1,1,0,urls,spam
www.ezinearticles.com).,5,1,1,0,,spam
efax.com,5,1,1,0,urls,spam
hawaiian.net,5,1,1,0,from,spam
tripodnet.nu,5,1,1,0,urls,spam
soho.net,5,1,1,0,,spam
bestsourcemedia.cc,5,1,1,0,,spam
piro.net,5,1,1,0,,spam
tripod.it,5,1,1,0,urls,spam
1chn.net,5,1,1,0,urls,spam
does.it,5,1,1,0,,spam
tfund2000.com,5,1,1,0,urls,spam
www.tfund2000.,5,1,1,0,urls,spam
pp.ru,5,1,1,0,urls,spam
incredimail.com,5,1,1,0,urls,spam
rogerswave.ca,5,1,1,0,,spam
workstation.org.uk,5,1,1,0,,spam
penn.com,5,1,1,0,,spam
nts-online.net,5,1,1,0,,spam
optonline.net,5,1,1,0,,spam
planete.net,5,1,1,0,,spam
psn.net,5,1,1,0,,spam
hkg.net,5,1,1,0,from,spam
bizland.com,5,1,1,0,urls,spam
antivirus.com,5,1,1,0,urls,spam
www.wonderpaint.com<,5,1,1,0,urls,spam
sarc.com,5,1,1,0,urls,spam
216.126.188.162,5,1,1,0,urls,spam
www.abundance-group.com<,5,1,1,0,,spam
abundancegroup.com,5,1,1,0,,spam
nexgenmall.com,5,1,1,0,urls,spam
telusplanet.net,5,1,1,0,,spam
www.catco.nexgenmall.com<,5,1,1,0,urls,spam
www.successnet.org<,5,1,1,0,,spam
camscape.com,5,1,1,0,urls,spam
abundance-group.com,5,1,1,0,,spam
boerse.ch,5,1,1,0,from,spam
media-central.net,5,1,1,0,from,spam
market-watcher.com,5,1,1,0,urls,spam
20m.com,5,1,1,0,urls,spam
hokdai.ac.jp,5,1,1,0,,spam
xyz002.com,5,1,1,0,,spam
instant-access.ws,5,1,1,0,urls,spam
afv.se,5,1,1,0,from,spam
216.41.185.233,5,1,1,0,urls,spam
neca.com,5,1,1,0,,spam
uol.com.mx,5,1,1,0,,spam
verizonmail.com,5,1,1,0,from,spam
ppworld.co.kr,5,1,1,0,,spam
www.passionforperfume.com<,5,1,1,0,urls,spam
meikel.com,5,1,1,0,urls,spam
siteblast.com,5,1,1,0,urls,spam
www.worldwidewebproductions.com<,5,1,1,0,urls,spam
key-list.com,5,1,1,0,urls,spam
passionforperfume.com,5,1,1,0,urls,spam
worldwidewebproductions.com,5,1,1,0,urls,spam
candlecreations.com,5,1,1,0,urls,spam
www.meikel.com<,5,1,1,0,urls,spam
www.candlecreations.com<,5,1,1,0,urls,spam
cn4e.com,5,1,1,0,urls,spam
163.125.6.192,5,1,1,0,urls,spam
mail1st.com,5,1,1,0,,spam
65.112.138.121,5,1,1,0,urls,spam
amtelsa.com,5,1,1,0,from,spam
netconnect.com,5,1,1,0,from,spam
65.118.155.151,5,1,1,0,urls,spam
say-mail.com,5,1,1,0,from,spam
solarisexpert.com,5,1,1,0,from,spam
bluefrog.net,5,1,1,0,from,spam
alacarteresearch.com,5,1,1,0,"from, urls",spam
pornpo.com,5,1,1,0,"from, urls",spam
65.59.170.73,5,1,1,0,urls,spam
dvdxxxvideo.com,5,1,1,0,urls,spam
nakedmail.com,5,1,1,0,urls,spam
lezbo.net,5,1,1,0,urls,spam
past40.com,5,1,1,0,urls,spam
pornstarsplus.com,5,1,1,0,urls,spam
toonmegaplex.com,5,1,1,0,urls,spam
xxxvideoplex.com,5,1,1,0,urls,spam
kpn.com,5,1,1,0,from,spam
www.bizoppallian=,5,1,1,0,urls,spam
cfriends.com,5,1,1,0,,spam
whitedove.net,5,1,1,0,,spam
grandpahough.com,5,1,1,0,,spam
provantage.com,5,1,1,0,,spam
prosperity2all.com,5,1,1,0,,spam
bizoppalliance.com,5,1,1,0,urls,spam
bbnow.net,5,1,1,0,,spam
jm-systems-software.com,5,1,1,0,,spam
dreamscape.com,5,1,1,0,,spam
sunlink.net,5,1,1,0,,spam
etex.net,5,1,1,0,,spam
nfld.com,5,1,1,0,,spam
antee.com,5,1,1,0,from,spam
moncelon.com,5,1,1,0,,spam
usahelp.com,5,1,1,0,from,spam
unioncameraltd.com,5,1,1,0,urls,spam
dk.com,5,1,1,0,from,spam
mweb.co.za,5,1,1,0,from,spam
streamlineb2b.net,5,1,1,0,from,spam
export2000.ro,5,1,1,0,from,spam
hi-mind.com,5,1,1,0,"from, urls",spam
www=2elettredumarketing=,5,1,1,0,,spam
www=2eim=,5,1,1,0,,spam
www=2eok2mail=2ecom,5,1,1,0,,spam
ifrance.com,5,1,1,0,from,spam
www=2eimp20=2ecom=,5,1,1,0,,spam
www=2ei=,5,1,1,0,,spam
tonerbestprice.net,5,1,1,0,urls,spam
www.soft2reg.com<,5,1,1,0,urls,spam
soft2reg.com,5,1,1,0,"from, urls",spam
gate.net,5,1,1,0,,spam
shinbiro.com,5,1,1,0,,spam
nicee.com,5,1,1,0,from,spam
fogoy.com,5,1,1,0,from,spam
njcc.com,5,1,1,0,,spam
members.triposd.=,5,1,1,0,urls,spam
net1plus.com,5,1,1,0,,spam
members.triposd.uk%31832292key=3d96589521=,5,1,1,0,,spam
marketing-mission.net,5,1,1,0,urls,spam
netunlimited.net,5,1,1,0,,spam
domain.com.please,5,1,1,0,,spam
supper.com,5,1,1,0,from,spam
many.com,5,1,1,0,from,spam
sunny.com,5,1,1,0,from,spam
mercadobr.com,5,1,1,0,from,spam
asian-sexfest.com,5,1,1,0,urls,spam
203.31.88.12,5,1,1,0,urls,spam
ipa.net,5,1,1,0,,spam
r.%6cycos.c%6fm%7c%72e%64ir%253%66%2569%2e%6a%2e%254%30%256%34t4.%35%2530%25%36%64e%67s%2e%2563%6fm%252fd%74%2534%253fi%25%32e%6a.@h%6fme.ea%72%74hli%6ek%2enet,5,1,1,0,urls,spam
signaturefinancial.com,5,1,1,0,urls,spam
%62a%6e%6e%65d%63%64.%6e%65%74,5,1,1,0,,spam
voycomp.com,5,1,1,0,urls,spam
core.com,5,1,1,0,from,spam
2002marketing.com,5,1,1,0,urls,spam
64.227.161.52,5,1,1,0,urls,spam
avirtualshopper.com,5,1,1,0,urls,spam
utu.fi,5,1,1,0,from,spam
www.hebalist.com=,5,1,1,0,urls,spam
glo.be,5,1,1,0,from,spam
uct.ac.za,5,1,1,0,from,spam
talk21.com,5,1,1,0,from,spam
insbuyer.com,5,1,1,0,urls,spam
netcnct.net,5,1,1,0,from,spam
infolink.net.pk,5,1,1,0,,spam
2=,5,1,1,0,urls,spam
data.net.mx,5,1,1,0,from,spam
204.94.166.35,5,1,1,0,urls,spam
51road.com,5,1,1,0,urls,spam
81.9.8.6,5,1,1,0,urls,spam
sg.st,5,1,1,0,urls,spam
nete.net,5,1,1,0,from,spam
210.51.251.244,5,1,1,0,urls,spam
netrevolution.com,5,1,1,0,,spam
ultranet.com,5,1,1,0,,spam
u-need-life-insurance.co=,5,1,1,0,urls,spam
u-need-life-insurance.com,5,1,1,0,urls,spam
u-need-life-insura=,5,1,1,0,urls,spam
u=,5,1,1,0,urls,spam
u-need-l=,5,1,1,0,urls,spam
inb-mail.com,5,1,1,0,from,spam
the-savings-club.com,5,1,1,0,urls,spam
wt.net,5,1,1,0,from,spam
erols.com,5,1,1,0,from,spam
www=2ejohnsonhome2276=2ecom,5,1,1,0,,spam
ourworld=2ecs=2ecom,5,1,1,0,,spam
home=2eattbi=2ecom,5,1,1,0,,spam
www=2eebaymarketer=2ecom,5,1,1,0,,spam
www=2ew3=2eorg,5,1,1,0,,spam
www=2effanet=2ecom,5,1,1,0,,spam
johnson2276=2eitctv=2ecom,5,1,1,0,,spam
209.51.137.158,5,1,1,0,urls,spam
members.triposd.uk%21112141key=3d96589521021112141index=3d=,5,1,1,0,,spam
371.net,5,1,1,0,from,spam
psychicweb.com,5,1,1,0,urls,spam
juserve.com,5,1,1,0,from,spam
pillsgroup.com,5,1,1,0,urls,spam
optinat.com,5,1,1,0,from,spam
fsfginc.com,5,1,1,0,urls,spam
secure.pswbilling.=,5,1,1,0,urls,spam
space=,5,1,1,0,urls,spam
spacetowns.com,5,1,1,0,urls,spam
pswbilling.com,5,1,1,0,urls,spam
62.255.179.1,5,1,1,0,urls,spam
jimi.net,5,1,1,0,from,spam
hendrixexperience.net,5,1,1,0,urls,spam
mailcity.com,5,1,1,0,,spam
65.218.171.48,5,1,1,0,urls,spam
spl.at,5,1,1,0,from,spam
bulkersx.com,5,1,1,0,urls,spam
mail.gr,5,1,1,0,from,spam
qudsmail.com,5,1,1,0,from,spam
neto.com,5,1,1,0,,spam
standardagents.com,5,1,1,0,urls,spam
copymydvd.com,5,1,1,0,urls,spam
removal-services-online.com,5,1,1,0,urls,spam
lordoftheringsaudio.com,5,1,1,0,urls,spam
affil-network.com,5,1,1,0,urls,spam
www.efi.ie<,5,1,1,0,urls,spam
mail5.domainset,5,1,1,0,from,spam
216.21.229.207,5,1,1,0,urls,spam
e.register=,5,1,1,0,urls,spam
216.2=,5,1,1,0,urls,spam
e.register.c=,5,1,1,0,urls,spam
trimlife.com,5,1,1,0,urls,spam
24cc.com,5,1,1,0,,spam
llc.net,5,1,1,0,,spam
jmit.com,5,1,1,0,,spam
msen.com,5,1,1,0,,spam
concordia.ca,5,1,1,0,from,spam
cyberxcasino.com,5,1,1,0,urls,spam
cablewizard.co.za,5,1,1,0,,spam
tba.com,5,1,1,0,urls,spam
slip.net,5,1,1,0,from,spam
989888.com,5,1,1,0,urls,spam
ticketmaster.co.uk,5,1,1,0,"from, urls",spam
doneasy.com,5,1,1,0,from,spam
interniconline.com,5,1,1,0,urls,spam
asiamagic.com,5,1,1,0,from,spam
psi.net,5,1,1,0,,spam
americanengineering.com,5,1,1,0,,spam
cotlerdesign.com,5,1,1,0,,spam
tir.com,5,1,1,0,,spam
cybermedia2000.com,5,1,1,0,,spam
balljointstgp.com,5,1,1,0,,spam
demonsite.com,5,1,1,0,,spam
toile.qc.ca,5,1,1,0,,spam
grupoelite.com,5,1,1,0,,spam
iranflag.com,5,1,1,0,,spam
kwantlen.bc.ca,5,1,1,0,,spam
sol.dk,5,1,1,0,,spam
dcim.com,5,1,1,0,,spam
bizinter.net,5,1,1,0,,spam
babywire.com,5,1,1,0,,spam
gulfcoastcoin.com,5,1,1,0,,spam
mrfloyds.com,5,1,1,0,,spam
sinclair.net,5,1,1,0,,spam
terra.com.do,5,1,1,0,,spam
firemail.de,5,1,1,0,from,spam
cheerful.com,5,1,1,0,from,spam
pediatrician.com,5,1,1,0,from,spam
premenos.com,5,1,1,0,,spam
cubenet.co.kr,5,1,1,0,,spam
japan.com,5,1,1,0,from,spam
watervalley.net,5,1,1,0,,spam
catho.be,5,1,1,0,,spam
anacapa.net,5,1,1,0,,spam
canberra.edu.au,5,1,1,0,,spam
registerednurses.com,5,1,1,0,from,spam
paris.com,5,1,1,0,from,spam
madrid.com,5,1,1,0,from,spam
hkem.com.the,5,1,1,0,,spam
hkem.com,5,1,1,0,from,spam
preserveapts.net,5,1,1,0,,spam
doubleplushosting.com,5,1,1,0,urls,spam
adls.org.nz,5,1,1,0,,spam
bworld.com,5,1,1,0,,spam
aods.com,5,1,1,0,,spam
doglover.com,5,1,1,0,from,spam
blackdog.cc,5,1,1,0,,spam
soon.com,5,1,1,0,,spam
public.com,5,1,1,0,,spam
ads.ipowerweb.com!,5,1,1,0,urls,spam
ipowerweb.com,5,1,1,0,urls,spam
techie.com,5,1,1,0,from,spam
netsuccessnow.com,5,1,1,0,urls,spam
ww!,5,1,1,0,urls,spam
newmail.co.il,5,1,1,0,from,spam
mailstart.com,5,1,1,0,,spam
freindly.com,5,1,1,0,from,spam
discount-shack.com,5,1,1,0,urls,spam
netcarrier.com,5,1,1,0,,spam
netquarters.net,5,1,1,0,,spam
61.129.81.68,5,1,1,0,urls,spam
nstarmarketing.com,5,1,1,0,urls,spam
members.triposd.uk%81900955key=96589521081900955index=a21r7p6qw81900955.79048@%77%77%77.%70%72%65%73%74%69%67%65%63%61%73%69%6e%6f.%63%6f%6d,5,1,1,0,,spam
members.triposd.uk%21362822key=96589521021362822index=a21r7p6qw21362822.4140327@%77%77%77.%70%72%65%73%74%69%67%65%63%61%73%69%6e%6f.%63%6f%6d,5,1,1,0,,spam
impacts.%61%66%66%69%6c%61%74%65%70%6f%73%73%74%2e%63%6f%6d,5,1,1,0,urls,spam
dofa.gov.au,5,1,1,0,,spam
netnitco.net,5,1,1,0,,spam
64.21.33.238,5,1,1,0,urls,spam
netnevada.net,5,1,1,0,,spam
finit.hu,5,1,1,0,from,spam
217.106.55.97,5,1,1,0,urls,spam
net-roamer.com,5,1,1,0,,spam
generation.net,5,1,1,0,from,spam
damiansangelz.com,5,1,1,0,urls,spam
damiansangels.com,5,1,1,0,urls,spam
autoemailremoval.com,5,1,1,0,urls,spam
ltcadvantage.net,5,1,1,0,urls,spam
swirve.com,5,1,1,0,,spam
knology.net,5,1,1,0,,spam
inspacehosting.net,5,1,1,0,urls,spam
telesys.ru,5,1,1,0,urls,spam
charter.net,5,1,1,0,from,spam
cashbynet.net,5,1,1,0,urls,spam
webmillion.com,5,1,1,0,urls,spam
www.cashbynet.net),5,1,1,0,,spam
luukku.com,5,1,1,0,,spam
nevlle.net,5,1,1,0,,spam
inlink.com,5,1,1,0,from,spam
netnation.ie,5,1,1,0,from,spam
k.ro,5,1,1,0,,spam
assuredtraffic.com,5,1,1,0,,spam
randbad.com,5,1,1,0,,spam
iona.ie,5,1,1,0,,spam
haemophilia.org.uk,5,1,1,0,,spam
irlgov.ie,5,1,1,0,,spam
gecapital.com,5,1,1,0,,spam
liveclothing.com.au,5,1,1,0,,spam
tinet.ie,5,1,1,0,,spam
gbgroup.ie,5,1,1,0,,spam
wol.be,5,1,1,0,,spam
gcom.ie,5,1,1,0,,spam
about.com,5,1,1,0,,spam
frontend.com,5,1,1,0,,spam
fl2ny.com,5,1,1,0,,spam
indigo.e,5,1,1,0,,spam
singmail.com,5,1,1,0,,spam
bloderforeningen.dk,5,1,1,0,,spam
britishlibrary.net,5,1,1,0,,spam
irish-times.ie,5,1,1,0,,spam
globalscoop.com,5,1,1,0,,spam
ncca.ie,5,1,1,0,,spam
126.com,5,1,1,0,,spam
comptel.fi,5,1,1,0,,spam
vendor.ie,5,1,1,0,,spam
o.uk,5,1,1,0,,spam
dnet.co.uk,5,1,1,0,,spam
upm.es,5,1,1,0,,spam
ams.com.br,5,1,1,0,,spam
tudelft.nl,5,1,1,0,,spam
nueworld.com,5,1,1,0,,spam
bookham.com,5,1,1,0,,spam
utvinternet.com,5,1,1,0,,spam
the-sun.co.uk,5,1,1,0,,spam
extra.hu,5,1,1,0,,spam
infineon.com,5,1,1,0,,spam
cranfield.ac.uk,5,1,1,0,,spam
stbmail.com,5,1,1,0,,spam
ibm.net,5,1,1,0,,spam
itcilo.it,5,1,1,0,,spam
priestmail.com,5,1,1,0,,spam
moroccomail.com,5,1,1,0,,spam
weandus.com,5,1,1,0,,spam
your-move.co.uk,5,1,1,0,,spam
gopinoy.com,5,1,1,0,,spam
mahidol.ac.th,5,1,1,0,,spam
upline.se,5,1,1,0,,spam
communityconnect.com,5,1,1,0,,spam
ukonline.co.uk,5,1,1,0,,spam
destressu.com,5,1,1,0,,spam
klyvold.net,5,1,1,0,,spam
ucc.ie,5,1,1,0,,spam
bayer.com,5,1,1,0,,spam
tg4.ie,5,1,1,0,,spam
novo-wfh2000.com,5,1,1,0,,spam
ocsc.ie,5,1,1,0,,spam
nexo.es,5,1,1,0,,spam
maptel.es,5,1,1,0,,spam
comhdhail.ie,5,1,1,0,,spam
surftimemag.com,5,1,1,0,,spam
mai.ie,5,1,1,0,,spam
nireland.com,5,1,1,0,,spam
udaras.ie,5,1,1,0,,spam
ns.gov.gu,5,1,1,0,,spam
stjames.ie,5,1,1,0,,spam
gael-linn.net,5,1,1,0,,spam
simba.nu,5,1,1,0,,spam
maus.de,5,1,1,0,,spam
boo.com,5,1,1,0,,spam
arainnmhor.com,5,1,1,0,,spam
reiki.ie,5,1,1,0,,spam
mlaw.ie,5,1,1,0,,spam
nznet.gen.nz,5,1,1,0,,spam
matawnet.hu,5,1,1,0,,spam
liverpool.ac.uk,5,1,1,0,,spam
koreainsights.com,5,1,1,0,,spam
heythrop.ac.uk,5,1,1,0,,spam
morehgh.com,5,1,1,0,,spam
emirates.net.ae,5,1,1,0,,spam
triskel.ie,5,1,1,0,,spam
imailbox.com,5,1,1,0,,spam
pwcglobal.com,5,1,1,0,,spam
cyberpopmail.com,5,1,1,0,,spam
norikomail.com,5,1,1,0,,spam
only-yellow-pages.com,5,1,1,0,,spam
zmail.to,5,1,1,0,,spam
wallon.net,5,1,1,0,,spam
genesys.pt,5,1,1,0,,spam
damhsa.com,5,1,1,0,urls,spam
gironet.nl,5,1,1,0,,spam
the-gem.com,5,1,1,0,,spam
todayfm.com,5,1,1,0,,spam
sophia.ac.jp,5,1,1,0,,spam
kerryseye.com,5,1,1,0,,spam
asti.ie,5,1,1,0,,spam
kellysdunkirk.com,5,1,1,0,,spam
dias.ie,5,1,1,0,,spam
altavista.co.kr,5,1,1,0,,spam
gmx.at,5,1,1,0,,spam
reallife.co.uk,5,1,1,0,,spam
24h.co.jp,5,1,1,0,,spam
braintaco.com,5,1,1,0,,spam
activate.de,5,1,1,0,,spam
korcin.com,5,1,1,0,,spam
wyeth.com,5,1,1,0,,spam
bourns.com,5,1,1,0,,spam
nuacht.com,5,1,1,0,,spam
mindwerk.de,5,1,1,0,,spam
financier.com,5,1,1,0,,spam
ella.hu,5,1,1,0,,spam
meathcoco.ie,5,1,1,0,,spam
joymail.com,5,1,1,0,,spam
metos.com,5,1,1,0,,spam
tec.mn.us,5,1,1,0,,spam
surflondon.co.uk,5,1,1,0,,spam
adult-newsletter.com,5,1,1,0,,spam
ealga.ie,5,1,1,0,,spam
tiscali.co.uk,5,1,1,0,,spam
email.si,5,1,1,0,,spam
doar.net,5,1,1,0,,spam
63.107.112.67,5,1,1,0,urls,spam
americanfinancialmktg.com,5,1,1,0,urls,spam
fresnomail.com,5,1,1,0,from,spam
rediffmail.com,5,1,1,0,,spam
airfrance.fr,5,1,1,0,from,spam
www.placeurself.html,5,1,1,0,urls,spam
sunpoint.net,5,1,1,0,from,spam
famtriptours.com,5,1,1,0,from,spam
impairedriskterm.com,5,1,1,0,urls,spam
www.fillout.html,5,1,1,0,urls,spam
catcha.com,5,1,1,0,from,spam
newmail.ru,5,1,1,0,from,spam
jippii.fi,5,1,1,0,,spam
easycall.net.ph,5,1,1,0,,spam
spc.com,5,1,1,0,from,spam
godisenga.com,5,1,1,0,from,spam
news.moneycentral.msn.co=,5,1,1,0,urls,spam
jtb.co.jp,5,1,1,0,from,spam
andrax.dk,5,1,1,0,from,spam
bigpharmacy.net,5,1,1,0,urls,spam
d-u-s.com,5,1,1,0,urls,spam
artic.net,5,1,1,0,,spam
excite.fr,5,1,1,0,from,spam
www.05-cray.category.unique.zaam.net\x01\x14\x14\x14.co.fr&#20;&#2;&#20;&#5;&#20;|https.am2002.goopt.com:8101,5,1,1,0,urls,spam
